-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,0,0,9,10,10,10,10,10,11,0,0,0,0,66,67,67,67,67,67,67,67,67,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,0,0,18,19,19,19,19,19,20,0,0,0,0,75,76,3,76,76,76,76,76,76,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,0,0,18,19,19,19,19,19,20,0,0,0,0,75,76,3,3,3,3,76,76,76,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,0,0,27,28,28,28,28,28,29,0,0,0,0,75,76,76,3,3,3,3,76,76,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0,0,0,0,0,75,3,76,3,3,3,3,3,76,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,36,37,37,37,37,37,37,38,0,0,0,75,3,76,3,3,3,3,3,76,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,45,46,46,46,46,46,46,47,0,0,0,75,3,76,3,3,3,3,3,76,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,54,55,55,55,55,55,55,56,0,0,0,75,76,76,3,3,3,3,3,76,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,76,3,3,3,3,3,3,76,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,76,3,3,3,3,3,76,76,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,76,3,3,3,3,3,76,76,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
